GVKEY,LPERMNO,LPERMCO,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,aqc,at,capx,ceq,che,csho,dlc,dltt,dv,emp,ppent,sale,sppe,xrd,costat,prcc_f,conml,gsector,sic,state
011944,86866,8037,2020/06/30,2020,INDL,C,D,STD,TUESQ,899035505,TUESDAY MORNING CORP,USD,0.0000,505.3900,15.8250,6.9350,46.6760,47.3410,0.4630,0.3260,0.0000,7.4330,327.0680,874.8950,,0.0000,A,0.1601,Tuesday Morning Corp.,25,5331,TX
012141,10107,8048,2020/06/30,2020,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,,301311.0000,15441.0000,118304.0000,136527.0000,7571.0000,5905.0000,76205.0000,15137.0000,163.0000,52904.0000,143015.0000,0.0000,19269.0000,A,203.5100,Microsoft Corp,45,7372,WA
012151,13983,54444,2020/06/30,2020,INDL,C,D,STD,COTY,222070203,COTY INC,USD,592.2000,16728.8000,267.4000,3004.6000,352.0000,765.1000,293.3000,8209.5000,196.9000,18.2600,1453.0000,4717.8000,,93.4000,A,4.4700,Coty Inc,30,2844,NY
012304,10257,8185,2020/09/30,2020,INDL,C,D,STD,DLHC,23335Q100,DLH HOLDINGS CORP,USD,32.6780,183.5620,0.1520,53.4370,1.3570,12.4040,8.7720,82.1640,0.0000,2.2000,25.7660,209.1850,0.0000,,A,7.2500,DLH Holdings Corp,20,8090,GA
012384,90793,47003,2020/12/31,2020,INDL,C,D,STD,RDS.A,780259206,ROYAL DUTCH SHELL PLC,USD,0.0000,379267.0000,16584.0000,155310.0000,31830.0000,3894.3450,16899.0000,91115.0000,7424.0000,,210847.0000,180543.0000,,907.0000,A,35.1400,Royal Dutch Shell PLC,10,2911,
012384,90794,47003,2020/12/31,2020,INDL,C,D,STD,RDS.A,780259206,ROYAL DUTCH SHELL PLC,USD,0.0000,379267.0000,16584.0000,155310.0000,31830.0000,3894.3450,16899.0000,91115.0000,7424.0000,,210847.0000,180543.0000,,907.0000,A,35.1400,Royal Dutch Shell PLC,10,2911,
012389,70033,20881,2020/12/31,2020,INDL,C,D,STD,HOG,412822108,HARLEY-DAVIDSON INC,USD,0.0000,12010.6010,131.0500,1722.7850,3388.8450,153.2790,3053.8710,5932.9330,68.0870,,,4054.3770,0.0000,,A,36.7000,Harley-Davidson Inc.,25,3751,WI
012395,70228,8372,2020/10/31,2020,INDL,C,D,STD,TOL,889478103,TOLL BROTHERS INC,USD,60.3490,11065.7330,109.5640,4875.2350,1395.6560,126.5270,260.6350,3822.4050,56.5880,4.5000,963.9250,7223.1290,,,A,42.2800,Toll Brothers Inc.,25,1531,PA
012407,91287,27739,2020/06/30,2020,INDL,C,D,STD,GROW,902952100,U S GLOBAL INVESTORS INC,USD,0.0000,18.8160,0.0000,16.7640,2.9610,15.0810,0.4920,0.0430,0.4520,0.0230,1.5990,4.4760,0.0000,,A,1.9000,U.S. Global Investors Inc,40,6282,TX
012433,10530,8441,2020/09/30,2020,INDL,C,D,STD,VIVO,589584101,MERIDIAN BIOSCIENCE INC,USD,51.2990,405.2610,3.2990,247.6290,53.5140,43.0690,1.7890,73.5020,0.0000,0.7500,37.4560,253.6670,0.0000,23.7290,A,16.9800,Meridian Bioscience Inc,35,2835,OH
012445,10606,8508,2020/12/31,2020,INDL,C,D,STD,WTS,942749102,WATTS WATER TECHNOLOGIES INC,USD,15.2000,1738.2000,43.8000,1069.8000,218.9000,33.6230,,198.2000,31.4000,,,1508.6000,2.2000,,A,121.7000,Watts Water Technologies Inc,20,3490,MA
012458,10550,8461,2020/06/30,2020,INDL,C,D,STD,PDEX,74265M205,PRO-DEX INC/CO,USD,0.0000,31.1260,0.5190,19.0620,8.9810,3.8110,0.9900,6.0330,0.0000,0.1220,5.6290,34.8340,0.0050,2.3150,A,17.8200,Pro Dex Inc,35,3841,CA
012459,79785,21242,2020/12/31,2020,INDL,C,D,STD,NVR,62944T105,NVR INC,USD,,5777.1410,,3103.0740,2809.5130,3.6960,0.0000,1590.0510,,,127.8790,7566.0400,,,A,4079.8600,NVR Inc.,25,1531,VA
012482,10547,8458,2020/09/30,2020,INDL,C,D,STD,CLFD,18482P103,CLEARFIELD INC,USD,0.0000,95.2970,1.8060,82.7530,27.0320,13.6500,0.6660,2.1290,0.0000,0.2300,7.6490,93.0750,0.0000,1.2700,A,20.1700,Clearfield Inc,45,3679,MN
012540,75510,8476,2020/11/30,2020,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,0.0000,24284.0000,419.0000,13264.0000,5992.0000,479.0000,92.0000,4616.0000,0.0000,22.5160,2004.0000,12868.0000,0.0000,2188.0000,A,478.4700,Adobe Inc,45,7370,CA
012568,10355,8278,2020/09/30,2020,INDL,C,D,STD,DJCO,233912104,DAILY JOURNAL CORP,USD,0.0000,238.5750,0.1840,141.7410,208.3310,1.3810,0.2620,31.0800,0.0000,0.3200,10.5960,49.9420,0.0000,,A,242.0000,Daily Journal Corp,50,7372,CA
012589,10693,8596,2020/12/31,2020,INDL,C,D,STD,EHC,29261A100,ENCOMPASS HEALTH CORP,USD,1.1000,6445.9000,396.0000,1588.0000,289.4000,99.4000,83.1000,3460.2000,111.9000,,2452.3000,4644.4000,0.0000,0.0000,A,82.6900,Encompass Health Corp,35,8060,AL
012603,89841,7850,2020/12/31,2020,INDL,C,D,STD,CNO,12621E103,CNO FINANCIAL GROUP INC,USD,,35339.9000,,5484.2000,1223.9000,135.2790,0.0000,3930.5000,,,,3821.1000,,,A,22.2300,CNO Financial Group Inc,40,6321,IN
012615,79909,30036,2020/12/31,2020,INDL,C,D,STD,MHO,55305B101,M/I HOMES INC,USD,,2643.0450,,1258.6980,260.8100,28.7460,225.6340,698.7160,,,78.9030,3046.6450,,,A,44.2900,M/I Homes Inc,25,1531,OH
012625,75517,8600,2020/12/31,2020,INDL,C,D,STD,MRTN,573075108,MARTEN TRANSPORT LTD,USD,,831.6360,,620.3330,66.1270,82.7050,0.0000,0.4110,,,654.1730,874.3740,,,A,17.2300,Marten Transport Ltd,20,4213,WI
012635,10696,8598,2020/12/31,2020,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,139.0000,74619.0000,900.0000,32330.0000,906.0000,670.3000,384.0000,20300.0000,0.0000,,1628.0000,14852.0000,,,A,113.8600,Fiserv Inc.,45,7374,WI
012689,70092,21037,2020/11/30,2020,INDL,C,D,STD,KBH,48666K109,KB HOME,USD,0.0000,5356.4420,28.8410,2665.7690,682.5290,91.6380,2.1000,1782.7430,38.0650,1.7760,101.5140,4183.1740,,,A,35.2000,KB Home,25,1531,CA
012711,44813,6617,2020/09/30,2020,INDL,C,D,STD,CVM,150837607,CEL-SCI CORP,USD,0.0000,40.5360,2.6550,19.7270,15.5090,38.7300,1.0700,12.8670,0.0000,,20.8550,0.5590,0.0000,17.8400,A,12.7500,CEL-SCI Corp,35,2836,VA
012717,27167,6473,2020/10/31,2020,INDL,C,D,STD,ANIX,03528H109,ANIXA BIOSCIENCES INC,USD,0.0000,9.4530,0.0160,8.7610,9.0580,24.2490,0.0550,0.0000,0.0000,0.0040,0.0540,0.0000,0.0000,4.3810,A,2.0600,Anixa Biosciences Inc,35,2836,CA
012726,71175,21798,2020/12/31,2020,INDL,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,,70625.8000,,10871.0000,1667.0000,203.6900,0.0000,3451.6000,,,,13162.1000,,,A,22.9400,Unum Group,40,6321,TN
012756,16048,55559,2020/12/31,2020,INDL,C,D,STD,CCEP,G25839104,COCA-COLA EUROPEAN PARTNERS,USD,0.0000,23188.0100,419.4750,7262.4510,1835.8030,454.1640,970.3360,7692.7720,465.2790,,4652.7900,12784.3240,59.0640,,A,49.8300,Coca-Cola European Partners Plc,30,2086,
012785,93179,53305,2020/12/31,2020,INDL,C,D,STD,PPC,72147K108,PILGRIM'S PRIDE CORP,USD,4.2160,7474.4970,354.7620,2563.7610,548.4060,243.5120,97.0470,2472.9780,0.0000,56.4000,2946.3770,12091.9010,31.9760,5.4000,A,19.6100,Pilgrim's Pride Corp,30,2015,CO
012818,22323,6905,2020/06/30,2020,INDL,C,D,STD,ISR,46489V104,ISORAY INC,USD,0.0000,8.6990,0.2730,5.7230,2.3920,68.8980,0.2360,0.7690,0.0110,0.0530,2.7360,9.6800,0.0000,1.1260,A,0.5555,IsoRay Inc,35,2836,WA
012825,10026,7976,2020/09/30,2020,INDL,C,D,STD,JJSF,466032109,J & J SNACK FOODS CORP,USD,57.2120,1056.5530,57.8170,809.4980,246.9600,18.9150,13.5220,48.0560,42.0530,4.1000,319.7260,1022.0380,3.5930,0.6800,A,130.3900,J & J Snack Foods Corp,30,2050,NJ
012840,10812,8702,2020/12/31,2020,INDL,C,D,STD,HTLD,422347104,HEARTLAND EXPRESS INC,USD,,951.1760,,724.3340,113.8520,80.6530,0.0000,0.0000,,,539.2800,645.2620,,,A,18.1000,Heartland Express Inc,20,4213,IA
012850,10909,8786,2020/12/31,2020,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,,7521.0960,,4482.5670,1058.0880,306.3540,0.0000,1336.0690,,,1908.6190,5505.7880,,,A,78.4800,Cerner Corp,35,7373,MO
012945,10032,7980,2020/09/30,2020,INDL,C,D,STD,PLXS,729132100,PLEXUS CORP,USD,0.0000,2289.8480,50.0880,977.4800,387.8940,29.0020,154.5530,224.7540,0.0000,19.5000,453.5400,3390.3940,0.4370,,A,70.6300,Plexus Corp,45,3672,WI
012972,11701,9522,2020/09/30,2020,INDL,C,D,STD,IMKTA,457030104,INGLES MARKETS INC  -CL A,USD,0.0000,1899.2990,122.7670,819.3310,6.9040,20.2600,27.6900,627.1610,13.0070,27.0000,1401.0810,4610.6090,5.4140,,A,38.0400,Ingles Markets Inc,30,5411,NC
013041,20053,781,2020/12/31,2020,INDL,C,D,STD,SNV,87161C501,SYNOVUS FINANCIAL CORP,USD,,54366.0860,,4624.1890,4252.9170,148.0390,235.6390,1202.4940,,,463.9590,2311.0080,,,A,32.3700,Synovus Financial Corp.,40,6020,GA
013092,77453,25865,2020/09/30,2020,INDL,C,D,STD,JACK,466367109,JACK IN THE BOX INC,USD,0.0000,1906.4940,19.5280,-793.3610,236.9200,22.7230,179.8180,2153.0070,27.5380,5.2000,1240.5300,1021.5060,,0.0000,A,79.3100,Jack in the Box Inc.,25,5812,CA
013125,67598,20891,2020/12/31,2020,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,394.1770,15920.0890,0.0000,6788.3450,111.4320,538.4050,142.6050,6335.2690,787.0720,0.2170,,1578.2760,0.0000,0.0000,A,30.2300,Healthpeak Properties Inc,60,6798,CO
013142,68021,21114,2020/12/31,2020,INDL,C,D,STD,CMO,14067E506,CAPSTEAD MORTGAGE CORP,USD,,8405.2500,,659.2170,257.1800,96.4810,7319.0830,98.4930,,,,186.5940,,0.0000,A,5.8100,Capstead Mortgage Corp,40,6798,TX
013189,10952,8826,2020/12/31,2020,INDL,C,D,STD,CDR,150602605,CEDAR REALTY TRUST INC,USD,,1177.2510,,323.9570,1.6370,13.0840,0.0000,638.3510,,,,135.5380,,0.0000,A,10.1300,Cedar Realty Trust Inc,60,6798,NY
013200,11154,9010,2020/10/31,2020,INDL,C,D,STD,PLAB,719405102,PHOTRONICS INC,USD,0.0000,1188.1820,70.8150,804.9620,278.6650,63.1380,15.8530,59.9800,0.0000,1.7280,639.1750,609.6910,0.0000,17.1440,A,9.7500,Photronics Inc,45,3674,CT
013312,75039,653,2020/06/30,2020,INDL,C,D,STD,BHP,088606108,BHP GROUP LTD,USD,0.0000,104783.0000,7640.0000,47936.0000,13462.0000,2528.8460,5012.0000,22036.0000,6876.0000,31.5890,72362.0000,43219.0000,,,A,49.7300,BHP Group Ltd,15,1000,
013312,89760,44121,2020/06/30,2020,INDL,C,D,STD,BHP,088606108,BHP GROUP LTD,USD,0.0000,104783.0000,7640.0000,47936.0000,13462.0000,2528.8460,5012.0000,22036.0000,6876.0000,31.5890,72362.0000,43219.0000,,,A,49.7300,BHP Group Ltd,15,1000,
013323,11343,9188,2020/10/31,2020,INDL,C,D,STD,SAFM,800013104,SANDERSON FARMS INC,USD,0.0000,1849.0310,202.4370,1419.2730,49.0610,22.2510,13.9810,51.8040,31.1330,17.4450,1265.5310,3564.2670,0.4810,,A,127.9700,Sanderson Farms Inc,30,2015,MS
013498,75154,20394,2020/11/30,2020,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,0.0000,53593.0000,3620.0000,20555.0000,9513.0000,1087.0000,4977.0000,23403.0000,689.0000,70.0000,39443.0000,5595.0000,334.0000,,A,19.9800,Carnival Corporation & Plc,25,4400,FL
013498,89728,56248,2020/11/30,2020,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,0.0000,53593.0000,3620.0000,20555.0000,9513.0000,1087.0000,4977.0000,23403.0000,689.0000,70.0000,39443.0000,5595.0000,334.0000,,A,19.9800,Carnival Corporation & Plc,25,4400,FL
013510,75341,20609,2020/12/31,2020,INDL,C,D,STD,DRE,264411505,DUKE REALTY CORP,USD,,9111.3940,,5162.9720,6.3090,371.5100,0.0000,3385.0510,,,,1006.8630,,0.0000,A,39.9700,Duke Realty Corp,60,6798,IN
013562,70121,21107,2020/12/31,2020,INDL,C,D,STD,BDN,105368203,BRANDYWINE REALTY TRUST,USD,,3900.1060,,1794.1430,46.3440,169.4120,0.0000,1853.3530,,,,518.2070,,0.0000,A,11.9100,Brandywine Realty Trust,60,6798,PA
013579,70703,20894,2020/12/31,2020,INDL,C,D,STD,EQC,294628102,EQUITY COMMONWEALTH,USD,,3277.6710,,3117.4150,2987.2250,121.5230,0.0000,0.0000,,,,87.5060,,0.0000,A,27.2800,Equity Commonwealth,60,6798,IL
013649,11441,9278,2020/09/30,2020,INDL,C,D,STD,NHLD,636375206,NATIONAL HOLDINGS CORP,USD,4.9450,107.2370,0.2400,46.6350,28.9750,13.6400,0.0000,23.2930,0.0000,0.3900,19.1030,229.8750,0.0000,0.0000,A,2.1200,National Holdings Corp,40,6211,NY
013765,11654,9476,2020/06/30,2020,INDL,C,D,STD,NAII,638842302,NATURAL ALTERNATIVES,USD,0.0000,120.2030,4.5410,71.3750,30.4780,6.7520,10.0000,18.7820,0.0000,0.3160,39.8770,118.8760,0.0350,1.8000,A,6.8400,Natural Alternatives International Inc,30,2834,CA
013824,11533,9360,2020/09/30,2020,INDL,C,D,STD,FICO,303250104,FAIR ISAAC CORP,USD,0.0000,1606.2400,21.9890,331.0820,157.3940,29.0960,119.9730,815.7180,0.0000,4.0030,104.0750,1294.5620,0.0000,166.4990,A,425.3800,Fair Isaac Corp,45,7373,CA
013906,11775,9576,2020/09/30,2020,INDL,C,D,STD,JOUT,479167108,JOHNSON OUTDOORS INC  -CL A,USD,0.0000,546.0260,15.6000,378.1000,212.4370,10.0850,6.5870,34.9310,6.7730,1.2000,103.7030,594.2090,,24.6210,A,81.8900,Johnson Outdoors Inc,25,3690,WI
013935,13539,54156,2020/12/31,2020,INDL,C,D,STD,BTT,09257P105,BLACKROCK MUNI 30 TARG TERM,USD,,,,,,70.5060,,,,,,,,,A,25.6800,BlackRock Municipal 2030 Target Term Trust,,6726,DE
013962,80682,30422,2020/07/31,2020,INDL,C,D,STD,FGPRQ,315293100,FERRELLGAS PARTNERS  -LP,USD,10.1950,1668.1900,70.4550,-1200.0420,348.1590,97.1530,895.3950,1768.8910,0.0000,0.0000,739.8170,1497.8260,,0.0000,A,0.4096,Ferrellgas Partners LP,55,5900,KS
014084,11731,9550,2020/12/31,2020,INDL,C,D,STD,AIN,012348108,ALBANY INTL CORP  -CL A,USD,0.0000,1549.9360,42.3900,816.0660,241.3160,32.3420,,398.0000,24.5680,,448.5540,900.6100,0.0000,,A,73.4200,Albany International Corp.,20,2221,NH
014113,11803,9604,2020/09/30,2020,INDL,C,D,STD,MITK,606710200,MITEK SYSTEMS INC,USD,,169.1540,0.8030,132.2430,60.0210,41.7800,1.9190,5.9270,0.0000,0.3600,9.0170,101.3100,0.0000,22.8590,A,12.7400,Mitek Systems Inc,45,3577,CA
014140,75152,20260,2020/12/31,2020,INDL,C,D,STD,SAN,05964H105,BANCO SANTANDER SA,USD,,1818023.4350,,98210.0290,211492.2060,17312.0000,0.0000,283589.9590,,191.1890,38297.5240,55950.4020,,,A,3.0500,Banco Santander SA,40,6020,
014172,88197,5440,2020/12/31,2020,INDL,C,D,STD,FULT,360271100,FULTON FINANCIAL CORP,USD,,25906.7330,,2423.9500,1939.9610,162.3500,630.0660,1296.2630,,,,972.2660,,,A,12.7200,Fulton Financial Corp,40,6020,PA
014219,85789,7784,2020/12/31,2020,INDL,C,D,STD,BXS,05971J102,BANCORPSOUTH BANK,USD,,24081.1940,,2655.4840,417.3680,102.5610,637.7150,301.6520,,4.5960,508.1470,1135.9970,,,A,27.4400,BancorpSouth Bank,40,6020,MS
014225,11618,9440,2020/12/31,2020,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,125.0000,3964.7000,168.1000,2733.2000,245.7000,574.1600,133.6000,516.5000,803.4000,20.3650,1273.7000,5647.3000,10.6000,0.0000,A,48.8300,Fastenal Co,20,5000,MN
014253,82107,2253,2020/12/31,2020,INDL,C,D,STD,WABC,957090103,WESTAMERICA BANCORPORATION,USD,,6747.9310,,844.8090,621.2750,26.8070,102.5450,0.0000,,,,211.4930,,,A,55.2900,Westamerica Bancorporation,40,6020,CA
014256,11896,9698,2020/06/30,2020,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,69.2700,3629.3030,67.0490,1657.4570,1614.2060,266.7970,10.4450,1042.3360,517.1620,7.1150,605.0160,2191.3950,0.3920,440.1660,A,60.6100,Maxim Integrated Products Inc.,45,3674,CA
014275,12448,53609,2020/12/31,2020,INDL,C,D,STD,FRC,33616C100,FIRST REPUBLIC BANK,USD,,142502.1340,,10205.6460,5094.7540,174.1240,0.0000,13529.4580,,,,4506.9060,,,A,146.9300,First Republic Bank,40,6020,CA
014282,84769,31967,2020/12/31,2020,INDL,C,D,STD,APH,032095101,AMPHENOL CORP,USD,50.4000,12327.3000,276.8000,5384.9000,1738.1000,299.3000,298.3000,3797.3000,297.6000,80.0000,1279.0000,8598.9000,12.7000,260.7000,A,130.7700,Amphenol Corp,45,3678,CT
014311,75182,21425,2020/12/31,2020,INDL,C,D,STD,PII,731068102,POLARIS INC,USD,0.0000,4632.7000,213.9000,1144.5000,634.7000,61.7000,176.8000,1400.9000,152.5000,,1014.2000,7025.0000,0.0000,295.6000,A,95.2800,Polaris Inc,25,3790,MN
014353,86218,28124,2020/08/31,2020,INDL,C,D,STD,SJR,82028K200,SHAW COMMUNICATIONS INC-CL B,CAD,0.0000,16165.0000,1001.0000,5940.0000,763.0000,513.0050,314.0000,5704.0000,582.0000,,6142.0000,5423.0000,2.0000,,A,24.3900,Shaw Communications Inc.,50,4841,AB
014418,11891,9764,2020/12/31,2020,INDL,C,D,STD,MGM,552953101,MGM RESORTS INTERNATIONAL,USD,,36494.9340,,6504.7260,5101.6370,494.3180,,20766.8010,,,22918.7850,5162.0820,,0.0000,A,31.5100,MGM Resorts International,25,7990,NV
014501,19483,57125,2020/09/30,2020,INDL,C,D,STD,NUZE,67073S208,NUZEE INC,USD,0.0000,8.1750,0.1200,6.3900,4.3990,14.5700,0.3410,0.5310,0.0000,0.0240,2.4260,1.4030,0.1100,0.0110,A,16.9900,Nuzee Inc,30,2090,TX
014561,11752,9558,2020/06/30,2020,INDL,C,D,STD,IIVI,902104108,II-VI INC,USD,1036.6090,5234.7140,136.8770,2076.8030,493.0460,92.5600,93.8840,2280.7930,0.0000,22.9690,1214.7720,2380.0710,0.0000,339.0730,A,47.2200,II VI Inc,45,3827,PA
014590,81774,20763,2020/12/31,2020,INDL,C,D,STD,FCX,35671D857,FREEPORT-MCMORAN INC,USD,0.0000,42144.0000,1961.0000,10174.0000,3657.0000,1453.0000,34.0000,9677.0000,73.0000,,29818.0000,14198.0000,,,A,26.0200,Freeport-McMoRan Inc,15,1000,AZ
014659,54973,20261,2020/10/31,2020,INDL,C,D,STD,BCV,059695106,BANCROFT FUND LTD,USD,,,,,,5.3530,,,,,,,,,A,24.6300,Bancroft Fund Ltd,,6726,NY
014661,30437,20419,2020/12/31,2020,INDL,C,D,STD,CET,155123102,CENTRAL SECURITIES CORP,USD,,,,,,25.7980,,,,,,,,,A,32.6400,Central Securities Corp,,6726,NY
014666,69331,20639,2020/09/30,2020,INDL,C,D,STD,ECF,289074106,ELLSWORTH GRWTH INCM FD LTD,USD,,,,,,13.2050,,,,,,,,,A,11.5500,Ellsworth Growth and Income Fund Ltd,,6726,NY
014667,69366,20709,2020/10/31,2020,INDL,C,D,STD,FAX,003009107,ABERDEEN ASIA PACIFIC INCOME,USD,,,,,,247.6960,,,,,,,,,A,3.8000,Aberdeen Asia-Pacific Income Fund Inc.,,6726,
014672,68427,20708,2020/10/31,2020,INDL,C,D,STD,IAF,003011103,ABERDEEN AUSTRALIA EQTY FD,USD,,,,,,22.7420,,,,,,,,,A,4.4700,Aberdeen Australia Equity Fund Inc.,,6726,
014681,72813,21727,2020/08/31,2020,INDL,C,D,STD,EMF,880191101,TEMPLETON EMERGING MKTS FUND,USD,,,,,,16.5920,,,,,,,,,A,15.3800,Templeton Emerging Markets Fund Inc,,6726,
014691,75047,20461,2020/12/31,2020,INDL,C,D,STD,CLM,21924B302,CORNERSTONE STRAT VALUE FD,USD,,,,,,72.8130,,,,,,,,,A,11.7290,Cornerstone Strategic Value Fund Inc.,,6726,NC
014692,71722,20476,2020/11/30,2020,INDL,C,D,STD,CMU,59318E102,MFS HIGH YIELD MUNICIPAL TR,USD,,,,,,28.3250,,,,,,,,,A,4.3200,MFS High Yield Municipal Trust,,6726,MA
014694,71159,21709,2020/08/31,2020,INDL,C,D,STD,TWN,874036106,TAIWAN FUND INC,USD,,,,,,7.4920,,,,,,,,,A,23.6500,Taiwan Fund Inc. (The),,6726,
014700,71810,20607,2020/12/31,2020,INDL,C,D,STD,DNP,23325P104,DNP SELECT INCOME FUND INC,USD,,,,,,302.4470,,,,,,,,,A,10.2600,DNP Select Income Fund Inc.,,6726,IL
014701,57293,20677,2020/12/31,2020,INDL,C,D,STD,CRF,21924U300,CORNERSTONE TOTAL RETURN FD,USD,,,,,,38.4930,,,,,,,,,A,11.4000,Cornerstone Total Return Fund Inc.,,6726,NC
014703,75060,20710,2020/12/31,2020,INDL,C,D,STD,CIK,224916106,CREDIT SUISSE ASST INCOME FD,USD,,,,,,52.3050,,,,,,,,,A,3.1500,Credit Suisse Asset Management Income Fund Inc.,,6726,NY
014708,69980,20779,2020/12/31,2020,INDL,C,D,STD,GAB,362397101,GABELLI EQUITY TRUST,USD,,,,,,253.3380,,,,,,,,,A,6.2700,Gabelli Equity Trust Inc.,,6726,NY
014710,69999,20813,2020/12/31,2020,INDL,C,D,STD,EEA,298768102,EUROPEAN EQUITY FUND INC,USD,,,,,,7.5470,,,,,,,,,A,10.4000,European Equity Fund Inc (The),,6726,
014714,68929,20853,2020/12/31,2020,INDL,C,D,STD,ASG,529900102,LIBERTY ALL-STAR GROWTH FUND,USD,,,,,,41.6420,,,,,,,,,A,8.2000,Liberty All Star Growth Fund Inc.,,6726,CO
014715,52679,20874,2020/12/31,2020,INDL,C,D,STD,JHI,410142103,JOHN HANCOCK INVESTORS TRUST,USD,,,,,,8.7070,,,,,,,,,A,17.2700,John Hancock Investors Trust,,6726,MA
014716,75065,20864,2020/09/30,2020,INDL,C,D,STD,HQH,87911J103,TEKLA HEALTHCARE INVESTORS,USD,,,,,,43.0830,,,,,,,,,A,20.6200,Tekla Healthcare Investors,,6726,MA
014718,75168,20903,2020/12/31,2020,INDL,C,D,STD,SWZ,870875101,SWISS HELVETIA FUND,USD,,,,,,13.2620,,,,,,,,,A,8.9400,Swiss Helvetia Fund Inc (The),,6726,NY
014728,66616,21066,2020/06/30,2020,INDL,C,D,STD,KF,500634209,KOREA FUND,USD,,,,,,5.1030,,,,,,,,,A,25.8540,Korea Fund Inc. (The),,6726,NY
014729,70797,21098,2020/12/31,2020,INDL,C,D,STD,USA,530158104,LIBERTY ALL-STAR EQUITY,USD,,,,,,212.8530,,,,,,,,,A,6.9000,Liberty All Star Equity Fund,,6726,CO
014733,75075,21143,2020/11/30,2020,INDL,C,D,STD,MGF,552939100,MFS GVT MKTS INCOME TR,USD,,,,,,32.5860,,,,,,,,,A,4.6400,MFS Government Markets Income Trust,,6726,MA
014734,75260,21137,2020/10/31,2020,INDL,C,D,STD,MIN,55273C107,MFS INTERM INCOME SBI,USD,,,,,,115.9310,,,,,,,,,A,3.7300,MFS Intermediate Income Trust,,6726,MA
014735,72231,21134,2020/10/31,2020,INDL,C,D,STD,MMT,552737108,MFS MULTIMARKET INCOME TR,USD,,,,,,61.3350,,,,,,,,,A,5.6700,MFS Multimarket Income Trust,,6726,MA
014737,70826,21135,2020/10/31,2020,INDL,C,D,STD,MFM,552738106,MFS MUNICIPAL INC TR,USD,,,,,,41.1880,,,,,,,,,A,6.3100,MFS Municipal Income Trust,,6726,MA
014739,56565,21162,2020/12/31,2020,INDL,C,D,STD,MCI,06759X107,BARINGS CORPORATE INVESTORS,USD,,,,,,28.0550,,,,,,,,,A,13.1800,Barings Corporate Investors,,6726,MA
014740,62930,21196,2020/10/31,2020,INDL,C,D,STD,MXF,592835102,MEXICO FUND INC,USD,,,,,,15.0050,,,,,,,,,A,10.4900,Mexico Fund Inc. (The),,6726,
014743,75263,21270,2020/12/31,2020,INDL,C,D,STD,HYB,641876800,NEW AMERICA HI INCOME FUND,USD,,,,,,23.3690,,,,,,,,,A,8.6800,New America High Income Fund Inc.,,6726,MD
014747,75306,21312,2020/10/31,2020,INDL,C,D,STD,NMI,67062J102,NUVEEN MUNICIPAL INCOME FUND,USD,,,,,,9.1550,,,,,,,,,A,11.3100,Nuveen Municipal Income Fund Inc.,,6726,IL
014748,75082,21318,2020/10/31,2020,INDL,C,D,STD,NUV,670928100,NUVEEN MUNI VALUE FUND INC,USD,,,,,,206.9970,,,,,,,,,A,10.8100,Nuveen Municipal Value Fund Inc,,6726,IL
014749,75240,21314,2020/09/30,2020,INDL,C,D,STD,NNY,67062M105,NUVEEN N Y MUNI VALUE FUND,USD,,,,,,15.2310,,,,,,,,,A,10.1000,Nuveen New York Municipal Value Fund Inc.,,6726,IL
014752,57074,21354,2020/12/31,2020,INDL,C,D,STD,PAI,95766T100,WESTERN ASST INV GRD INCM FD,USD,,,,,,9.5030,,,,,,,,,A,15.9000,Western Asset Investment Grade Income Fund Inc,,6726,CA
014753,18964,21392,2020/12/31,2020,INDL,C,D,STD,PEO,00548F105,ADAMS NATURAL RESOURCES FUND,USD,,,,,,23.8230,,,,,,,,,A,11.3700,Adams Natural Resources Fund Inc,,6726,MD
014757,75183,21463,2020/08/31,2020,INDL,C,D,STD,PCF,42968F108,HIGH INCOME SECURITIES FUND,USD,,,,,,5.5650,,,,,,,,,A,8.0950,High Income Securities Fund,,6726,MA
014760,75313,21468,2020/09/30,2020,INDL,C,D,STD,PIM,746909100,PUTNAM MASTER INTERM INCOME,USD,,,,,,51.7960,,,,,,,,,A,4.1100,Putnam Master Intermediate Income Trust,,6726,MA
014763,71079,21535,2020/12/31,2020,INDL,C,D,STD,RVT,780910105,ROYCE VALUE TRUST,USD,,,,,,100.4720,,,,,,,,,A,16.1400,Royce Value Trust Inc.,,6726,NY
014769,72776,21699,2020/12/31,2020,INDL,C,D,STD,TSI,872340104,TCW STRATEGIC INCOME FUND,USD,,,,,,47.7460,,,,,,,,,A,5.6900,TCW Strategic Income Fund Inc,,6726,CA
